vtx-C03-63-n1-1	Δ = 63	bi.bi = -1	b0.bi = 1	hypers = 14 x (irr-C3-6-q)
vtx-C03-246-21-13	Δ = 246	bi.bi = 21	b0.bi = 13	hypers = 13.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-246-27-15	Δ = 246	bi.bi = 27	b0.bi = 15	hypers = 3.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-246-32-16	Δ = 246	bi.bi = 32	b0.bi = 16	hypers = 4.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-246-40-18	Δ = 246	bi.bi = 40	b0.bi = 18	hypers = 5 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-247-6-8	Δ = 247	bi.bi = 6	b0.bi = 8	hypers = 29.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a)
vtx-C03-247-18-12	Δ = 247	bi.bi = 18	b0.bi = 12	hypers = 16 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-247-21-13	Δ = 247	bi.bi = 21	b0.bi = 13	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 16 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-247-24-14	Δ = 247	bi.bi = 24	b0.bi = 14	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-247-30-16	Δ = 247	bi.bi = 30	b0.bi = 16	hypers = 2.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 4 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-247-32-16	Δ = 247	bi.bi = 32	b0.bi = 16	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-247-35-17	Δ = 247	bi.bi = 35	b0.bi = 17	hypers = 3.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-247-40-18	Δ = 247	bi.bi = 40	b0.bi = 18	hypers = 4.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-64-q)
vtx-C03-247-45-19	Δ = 247	bi.bi = 45	b0.bi = 19	hypers = 2 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-247-48-20	Δ = 247	bi.bi = 48	b0.bi = 20	hypers = 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 2 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-247-60-22	Δ = 247	bi.bi = 60	b0.bi = 22	hypers = 1.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 2 x (irr-C3-70)
vtx-C03-248-9-9	Δ = 248	bi.bi = 9	b0.bi = 9	hypers = 28.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21)
vtx-C03-248-15-11	Δ = 248	bi.bi = 15	b0.bi = 11	hypers = 18.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-248-16-12	Δ = 248	bi.bi = 16	b0.bi = 12	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 3 x (irr-C3-21)
vtx-C03-248-24-14	Δ = 248	bi.bi = 24	b0.bi = 14	hypers = 0.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-248-27-15	Δ = 248	bi.bi = 27	b0.bi = 15	hypers = 5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-248-32-16	Δ = 248	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-248-40-18	Δ = 248	bi.bi = 40	b0.bi = 18	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-249-6-8	Δ = 249	bi.bi = 6	b0.bi = 8	hypers = 31 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a)
vtx-C03-249-18-12	Δ = 249	bi.bi = 18	b0.bi = 12	hypers = 17.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-249-21-13	Δ = 249	bi.bi = 21	b0.bi = 13	hypers = 3 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 15 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-249-24-14	Δ = 249	bi.bi = 24	b0.bi = 14	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-249-32-16-a	Δ = 249	bi.bi = 32	b0.bi = 16	hypers = 0.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-249-32-16-b	Δ = 249	bi.bi = 32	b0.bi = 16	hypers = 3 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-249-35-17	Δ = 249	bi.bi = 35	b0.bi = 17	hypers = 5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-249-40-18-a	Δ = 249	bi.bi = 40	b0.bi = 18	hypers = 12 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-249-40-18-b	Δ = 249	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-64-q)
vtx-C03-249-48-20	Δ = 249	bi.bi = 48	b0.bi = 20	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 2 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-250-9-9	Δ = 250	bi.bi = 9	b0.bi = 9	hypers = 30 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21)
vtx-C03-250-15-11	Δ = 250	bi.bi = 15	b0.bi = 11	hypers = 20 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-250-16-12	Δ = 250	bi.bi = 16	b0.bi = 12	hypers = 9 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 3 x (irr-C3-21)
vtx-C03-250-21-13	Δ = 250	bi.bi = 21	b0.bi = 13	hypers = 10 x (irr-C3-6-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-250-24-14	Δ = 250	bi.bi = 24	b0.bi = 14	hypers = 2 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-250-27-15	Δ = 250	bi.bi = 27	b0.bi = 15	hypers = 6.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-250-32-16	Δ = 250	bi.bi = 32	b0.bi = 16	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-251-6-8	Δ = 251	bi.bi = 6	b0.bi = 8	hypers = 32.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a)
vtx-C03-251-18-12	Δ = 251	bi.bi = 18	b0.bi = 12	hypers = 19 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-251-21-13	Δ = 251	bi.bi = 21	b0.bi = 13	hypers = 4.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 14 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-251-24-14	Δ = 251	bi.bi = 24	b0.bi = 14	hypers = 9 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-251-27-15	Δ = 251	bi.bi = 27	b0.bi = 15	hypers = 1 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-251-32-16-a	Δ = 251	bi.bi = 32	b0.bi = 16	hypers = 4.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-251-32-16-b	Δ = 251	bi.bi = 32	b0.bi = 16	hypers = 2 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-251-40-18-a	Δ = 251	bi.bi = 40	b0.bi = 18	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 3 x (irr-C3-64-q)
vtx-C03-251-40-18-b	Δ = 251	bi.bi = 40	b0.bi = 18	hypers = 1.5 x (irr-C3-6-q) + 12.5 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q)
vtx-C03-251-48-20	Δ = 251	bi.bi = 48	b0.bi = 20	hypers = 3 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 2 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-251-50-20	Δ = 251	bi.bi = 50	b0.bi = 20	hypers = 4 x (irr-C3-14b-q) + 6 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-252-9-9	Δ = 252	bi.bi = 9	b0.bi = 9	hypers = 31.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-21)
vtx-C03-252-15-11	Δ = 252	bi.bi = 15	b0.bi = 11	hypers = 21.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-252-16-12	Δ = 252	bi.bi = 16	b0.bi = 12	hypers = 10.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 3 x (irr-C3-21)
vtx-C03-252-21-13	Δ = 252	bi.bi = 21	b0.bi = 13	hypers = 11.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-252-24-14	Δ = 252	bi.bi = 24	b0.bi = 14	hypers = 3.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-252-27-15	Δ = 252	bi.bi = 27	b0.bi = 15	hypers = 8 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-252-30-16	Δ = 252	bi.bi = 30	b0.bi = 16	hypers = 10 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-252-32-16	Δ = 252	bi.bi = 32	b0.bi = 16	hypers = 9 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-252-35-17-a	Δ = 252	bi.bi = 35	b0.bi = 17	hypers = 1 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-252-35-17-b	Δ = 252	bi.bi = 35	b0.bi = 17	hypers = 3.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 5 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-252-40-18	Δ = 252	bi.bi = 40	b0.bi = 18	hypers = 4.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-252-48-20	Δ = 252	bi.bi = 48	b0.bi = 20	hypers = 2 x (irr-C3-14a) + 5 x (irr-C3-21) + 2 x (irr-C3-70)
vtx-C03-253-6-8	Δ = 253	bi.bi = 6	b0.bi = 8	hypers = 34 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a)
vtx-C03-253-12-10	Δ = 253	bi.bi = 12	b0.bi = 10	hypers = 24 x (irr-C3-6-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-253-18-12	Δ = 253	bi.bi = 18	b0.bi = 12	hypers = 20.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-253-21-13	Δ = 253	bi.bi = 21	b0.bi = 13	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 13 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-253-24-14	Δ = 253	bi.bi = 24	b0.bi = 14	hypers = 10.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-253-27-15	Δ = 253	bi.bi = 27	b0.bi = 15	hypers = 2.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-253-32-16-a	Δ = 253	bi.bi = 32	b0.bi = 16	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-253-32-16-b	Δ = 253	bi.bi = 32	b0.bi = 16	hypers = 3.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-253-45-19	Δ = 253	bi.bi = 45	b0.bi = 19	hypers = 8 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-254-15-11	Δ = 254	bi.bi = 15	b0.bi = 11	hypers = 23 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-254-16-12	Δ = 254	bi.bi = 16	b0.bi = 12	hypers = 12 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 3 x (irr-C3-21)
vtx-C03-254-21-13	Δ = 254	bi.bi = 21	b0.bi = 13	hypers = 13 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-254-24-14	Δ = 254	bi.bi = 24	b0.bi = 14	hypers = 5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-254-27-15	Δ = 254	bi.bi = 27	b0.bi = 15	hypers = 9.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-254-30-16	Δ = 254	bi.bi = 30	b0.bi = 16	hypers = 1.5 x (irr-C3-6-q) + 10.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-254-32-16	Δ = 254	bi.bi = 32	b0.bi = 16	hypers = 10.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-254-35-17-a	Δ = 254	bi.bi = 35	b0.bi = 17	hypers = 5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 5 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-254-35-17-b	Δ = 254	bi.bi = 35	b0.bi = 17	hypers = 2.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-254-40-18	Δ = 254	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-254-48-20	Δ = 254	bi.bi = 48	b0.bi = 20	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 5 x (irr-C3-21) + 2 x (irr-C3-70)
vtx-C03-255-6-8	Δ = 255	bi.bi = 6	b0.bi = 8	hypers = 35.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a)
vtx-C03-255-12-10	Δ = 255	bi.bi = 12	b0.bi = 10	hypers = 25.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-255-21-13	Δ = 255	bi.bi = 21	b0.bi = 13	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-255-24-14	Δ = 255	bi.bi = 24	b0.bi = 14	hypers = 12 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-255-25-15	Δ = 255	bi.bi = 25	b0.bi = 15	hypers = 1 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-255-27-15	Δ = 255	bi.bi = 27	b0.bi = 15	hypers = 4 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-255-32-16-a	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-255-32-16-b	Δ = 255	bi.bi = 32	b0.bi = 16	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-255-40-18	Δ = 255	bi.bi = 40	b0.bi = 18	hypers = 0.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-255-45-19	Δ = 255	bi.bi = 45	b0.bi = 19	hypers = 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-255-65-23	Δ = 255	bi.bi = 65	b0.bi = 23	hypers = 6 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-256-15-11	Δ = 256	bi.bi = 15	b0.bi = 11	hypers = 24.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-256-16-12	Δ = 256	bi.bi = 16	b0.bi = 12	hypers = 13.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 3 x (irr-C3-21)
vtx-C03-256-21-13	Δ = 256	bi.bi = 21	b0.bi = 13	hypers = 14.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-256-24-14	Δ = 256	bi.bi = 24	b0.bi = 14	hypers = 6.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-256-30-16	Δ = 256	bi.bi = 30	b0.bi = 16	hypers = 3 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-256-32-16	Δ = 256	bi.bi = 32	b0.bi = 16	hypers = 12 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-256-35-17	Δ = 256	bi.bi = 35	b0.bi = 17	hypers = 4 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-256-40-18	Δ = 256	bi.bi = 40	b0.bi = 18	hypers = 7.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-256-48-20-b	Δ = 256	bi.bi = 48	b0.bi = 20	hypers = 3 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-21) + 2 x (irr-C3-70)
vtx-C03-257-6-8	Δ = 257	bi.bi = 6	b0.bi = 8	hypers = 37 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a)
vtx-C03-257-12-10	Δ = 257	bi.bi = 12	b0.bi = 10	hypers = 27 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-257-21-13	Δ = 257	bi.bi = 21	b0.bi = 13	hypers = 9 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-257-24-14	Δ = 257	bi.bi = 24	b0.bi = 14	hypers = 13.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-257-25-15	Δ = 257	bi.bi = 25	b0.bi = 15	hypers = 2.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-257-27-15	Δ = 257	bi.bi = 27	b0.bi = 15	hypers = 5.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-257-32-16-a	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 6.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q)
vtx-C03-257-32-16-b	Δ = 257	bi.bi = 32	b0.bi = 16	hypers = 9 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-257-40-18	Δ = 257	bi.bi = 40	b0.bi = 18	hypers = 2 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-257-56-22	Δ = 257	bi.bi = 56	b0.bi = 22	hypers = 0.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 2 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-257-65-23	Δ = 257	bi.bi = 65	b0.bi = 23	hypers = 1.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-90)
vtx-C03-258-15-11	Δ = 258	bi.bi = 15	b0.bi = 11	hypers = 26 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-258-16-12	Δ = 258	bi.bi = 16	b0.bi = 12	hypers = 15 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 3 x (irr-C3-21)
vtx-C03-258-21-13	Δ = 258	bi.bi = 21	b0.bi = 13	hypers = 16 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-258-24-14	Δ = 258	bi.bi = 24	b0.bi = 14	hypers = 8 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-258-27-15	Δ = 258	bi.bi = 27	b0.bi = 15	hypers = 6 x (irr-C3-6-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-21) + 1.5 x (irr-C3-64-q)
vtx-C03-258-30-16	Δ = 258	bi.bi = 30	b0.bi = 16	hypers = 4.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
